Pid,Uid,Catname,Region,Time,neighbors,forward_neighbors
59,"[1731, 1706, 2858, 1329, 818, 478, 1290, 2884, 645, 1737, 1174, 243, 1810, 2414, 2295, 1695, 1284, 2214, 2161, 1054, 265, 1089, 1064, 1393, 626, 3086, 999, 1726, 304]",5,434,"[21, 19, 17, 20, 1, 2, 4, 3, 5, 22, 0, 18, 23, 15]","[6856, 2129, 2622, 19, 5104, 1456, 977, 4487, 3474, 5537, 4158, 3450, 4529, 3503, 6170, 1764, 1714, 974, 6844, 5149, 5206, 3536, 2683, 1798, 1594, 5413, 4152, 5276, 1535, 899, 1722, 5652, 5430, 5953, 6075, 2690]","[1456, 19, 6856, 3474, 2129, 4487, 2622, 3503, 977, 1714, 974, 6844, 3536, 2683, 1798, 1594, 5413, 5104, 1535, 4158, 899, 5652, 5537, 5953, 2690]"
60,"[2235, 346, 1255, 3053, 2826, 1999, 1249, 2939, 131, 466, 2841, 138, 2556, 1253, 1611, 1996, 1005, 992, 2816]",21,29,"[19, 3, 2, 11, 1, 4, 5, 21, 20]","[1308, 1092, 842, 6331, 2103, 1430, 5619, 5163, 5348, 229, 6437, 2260, 4205, 5223, 6743, 637, 23, 6286, 38, 4513, 1077, 468, 5921, 1190, 4477, 5381, 1896, 2038, 6047, 544, 5674, 1175, 6750, 1488, 5466, 1211, 6715, 6838, 5281, 578, 3844, 4944]","[6331, 1092, 842, 5619, 229, 2260, 2103, 4205, 5223, 6743, 1430, 23, 38, 468, 5163, 4477, 1896, 6047, 5674, 1488, 1211, 6715, 5281, 4944]"
61,"[3040, 315]",203,129,"[22, 7, 8, 9, 6, 17, 3]","[6280, 61, 5292, 1496]","[6280, 61, 5292, 1496]"
62,"[205, 982, 2613, 914, 1929, 2462, 1820, 2218, 850]",98,445,"[3, 7, 4, 1, 16, 20, 21, 22]","[4687, 1264, 62, 3957, 4562, 201, 2027, 1477, 3375, 249, 2577, 1741, 4700, 2639]","[1264, 4687, 62, 2027, 3375, 4562, 249, 3957, 2639]"
63,"[1666, 3146, 825, 157, 2914, 1596, 16, 453, 2264]",10,15,"[20, 17, 19, 21, 0, 2, 7, 1]","[1741, 2223, 5700, 5637, 4879, 5213, 4521, 2117, 2952, 2162, 2678, 4564]","[5700, 1741, 2223, 5637, 2952, 4879]"
64,"[2553, 1391, 819, 3176]",196,437,"[21, 3, 2, 4, 0]","[4489, 6802, 1659, 3627, 3481, 6135, 2525, 6169, 596, 6403, 6671, 1027, 1521]","[6802, 1659, 6169, 4489, 596, 3481, 6671, 1027, 1521, 6135]"
65,"[279, 2608]",137,346,"[16, 23, 0, 15, 22]","[850, 65, 4105, 4197, 2016, 4033, 6660]","[850, 4197, 65, 2016, 4105, 6660]"
66,"[2485, 2748]",188,494,"[20, 21, 14, 12, 19, 15, 23, 3, 22]","[66, 2475, 6472, 96, 724, 6216, 2450, 5992, 2842, 742, 3994, 3352, 67]","[66, 2475, 96, 6472, 724, 5992, 742, 67, 6216]"
67,"[1735, 1419, 2748, 2485, 1620]",260,1,"[22, 5, 1, 23, 19, 2]","[6216, 2249, 2842, 742, 4239, 4225, 92, 5841, 2543, 6072, 66, 3994]","[6216, 2842, 4225, 92, 2543, 6072, 742]"
68,"[1700, 2609, 2199, 1810]",103,55,"[19, 20, 23]","[2033, 1755, 3356, 1245, 68, 3247, 1425, 5738, 3030, 2655, 3747, 6687, 3532, 372, 3051]","[3356, 3247, 1755, 3030, 3747, 3532, 1245, 68, 3051]"
69,"[907, 2752, 1275, 2257, 2598, 1525, 1929, 557, 2880, 277]",162,35,"[21, 7, 6, 20, 19, 23, 22]","[1592, 3982, 1001, 494, 933, 2277, 204, 4293, 5517, 5984, 4089, 1878, 5965, 1311]","[1592, 1001, 204, 4089, 3982, 1311, 933]"
70,"[1359, 738, 1135, 683, 3109, 1935, 1618, 2681, 490, 973, 1313, 1946, 2011]",262,29,"[22, 20, 16, 5, 1, 2, 18, 7, 17, 4, 0]","[4871, 4138, 6471, 3831, 4289, 5619, 3991, 1357, 5692, 6750, 5574, 1491, 103, 2593, 3100, 1501, 3312, 6445, 957, 5025, 6384]","[5619, 1357, 5692, 5574, 1491, 2593, 3100, 1501, 6471, 4138, 6445, 3831, 957, 4289, 4871]"
71,"[1744, 1826, 2257, 2175, 1929, 2900, 3007, 2146, 2073]",176,46,"[20, 22, 3, 21, 1, 0]","[5272, 129, 3595, 5791, 1439, 2301, 650, 2804, 5691, 971, 2153, 2510, 2709, 514, 6827, 315, 780, 3946, 1812, 2228, 1427, 5712, 2458, 6182, 169, 3333, 6876, 6865]","[3595, 5791, 2301, 129, 5691, 971, 2510, 2709, 6827, 780, 1812, 1427, 2458, 6182, 3333, 6865]"
72,"[3203, 1851, 2614, 137, 1135, 1150, 1410, 1101, 2235, 716, 1679]",67,501,"[22, 23, 12, 18, 4, 21, 7, 8]","[842, 967, 2736, 4904, 2172, 121, 2986, 4822, 160, 1319, 2639, 4480, 2155, 4559, 451, 2273]","[842, 4904, 2172, 2986, 967, 160, 2639, 4480, 4559, 2273]"
73,"[738, 2263, 2919]",227,29,"[21, 0, 17, 20, 22, 15, 19, 18, 3, 16, 2, 1, 23]","[1493, 73, 6378, 4275, 3096, 1156, 4709, 3915, 268, 6478, 6838, 6312, 1433, 2396, 6366, 4588, 4237, 1492, 819, 3821, 401, 4443, 4827, 4255, 4849, 2477, 2593, 4210, 114, 1491, 341, 6361, 4716, 6539, 3655, 5295, 3153, 5665, 3548, 1710, 3926, 4563, 654, 5838, 1012, 504, 3112, 6810, 6076, 3793, 5851, 5551, 1033, 1038, 3704]","[1493, 73, 6838, 268, 2396, 4275, 6478, 6312, 4588, 3096, 4709, 4443, 4827, 1433, 4255, 4849, 2593, 6366, 6378, 1156, 114, 1491, 341, 4716, 3655, 3153, 1710, 4237, 654, 1012, 504, 3112, 6810, 6076, 3793, 1492, 819, 1033, 1038, 3704]"
74,"[1882, 2359, 2494, 1679, 460, 171, 1296, 1482, 2664, 145, 1053, 1810, 2103, 2022]",154,145,"[5, 23, 9, 3, 22, 2, 20, 0, 6, 19]","[74, 2639, 1273, 1703, 121, 1200, 357, 2283, 2258, 2957, 1954, 4337, 5521, 2028, 5552, 5180, 5021, 2963, 4062, 5343, 527, 5376, 532, 5565, 6385, 1959, 2264, 5584, 4217, 5422]","[74, 2639, 1703, 1273, 1200, 2957, 4337, 5552, 5021, 357, 2963, 5343, 5376, 5565, 1959, 5584, 5422]"
75,[1470],48,399,"[2, 0, 22, 1, 19, 23, 8, 21, 3, 9]","[75, 5943, 2452, 5023, 936]","[75, 5943, 2452, 5023, 936]"
76,"[2628, 2277, 892]",122,493,"[15, 20, 16, 23, 22, 17, 1, 0, 21, 2]","[76, 2231, 2247, 3696, 4464, 1651, 4712, 6697, 5002, 1109, 6600]","[76, 2231, 2247, 3696, 4712, 4464, 5002, 1109, 6600]"
77,"[429, 937, 2453, 1941, 546, 2892, 2280, 1135, 2598, 1484, 1239, 1806, 2442, 904, 2278, 738, 1621, 2415, 2804, 2233, 509, 1570, 1929, 2413, 2576, 2106]",283,29,"[22, 2, 23, 5, 3, 18, 20, 21, 4, 19, 0, 16, 1, 6]","[3968, 2477, 1000, 5326, 6838, 1879, 1319, 4681, 876, 6380, 837, 3105, 4626, 4513, 5538, 2619, 4894, 1705, 6668, 6716, 6725, 2734, 3491, 5178, 6626, 5124, 3058, 2135, 2202, 5675, 4382, 4647, 3753, 3705]","[3968, 2477, 5326, 6380, 4513, 5538, 6668, 1000, 6716, 2734, 5178, 1879, 3058, 1319, 2135, 2202, 4382, 4647, 3753, 3705]"
78,"[1806, 3194, 356]",203,29,"[21, 22, 10, 7, 5, 6, 1, 20, 8, 18, 4]","[1843, 2857, 4809, 1189, 78, 4513, 5678, 5582, 3902, 5905, 813, 2593, 3015, 2477, 2363, 6798, 2756, 600, 5891, 3067, 3984, 157]","[4809, 5582, 5905, 813, 3015, 2857, 2363, 2756, 600, 1189, 3067, 78, 4513, 157]"
79,"[2671, 2520, 546, 1301, 2651, 415, 1954]",175,504,"[19, 22, 20, 21, 23, 0]","[5220, 3928, 1639, 1971, 5647, 1401, 2100, 6784, 6383, 3453, 3869, 4583, 1498, 6116, 1905, 5813, 3008, 4257, 6192, 2350, 5838, 5439, 6546, 3120, 3501, 4161, 1012, 5595, 189, 2150, 3025, 1169, 6076, 4688]","[3928, 1639, 1401, 6784, 3453, 3869, 1905, 3008, 6192, 5838, 5439, 6546, 3501, 5595, 5220, 2150, 3025, 1169, 4688]"
80,"[1427, 3129, 2288, 2598, 1301, 1356, 2386]",87,29,"[4, 13, 5, 2]","[3008, 2750, 3852, 684, 2792, 2941, 4582, 6717, 5178, 5952, 842, 6759, 5119, 5822, 2847, 5439, 1905]","[3008, 2750, 2941, 6717, 5952, 6759, 5822, 5439]"
81,"[497, 2139, 824]",266,267,"[18, 0, 16, 23, 7, 15, 21, 3]","[4352, 5908, 3704, 1186, 3280, 852, 3218, 5777, 5025, 4139, 3705, 6488, 1245, 1099, 3506, 2233, 1904]","[852, 5908, 5777, 3704, 1186, 4139, 3705, 6488, 1099, 2233, 1904]"
82,"[2235, 458, 1173, 1808, 2267, 2413, 1509, 546, 1382, 3053, 1416, 2143, 1944, 2044, 658, 2389, 2188, 2407, 2157, 387]",27,29,"[21, 6, 3, 4, 2, 5, 0, 1, 7, 23, 16, 14]","[4455, 2106, 2100, 1639, 1010, 1923, 4648, 3461, 2095, 3253, 2969, 3886, 6242, 1001, 5043, 2521, 4205, 5311, 2735, 5513, 20, 184, 6523, 4428, 6386, 2325, 6653, 4881, 1089, 2604, 1062, 5849, 6551, 6407, 5635, 5925, 503, 4717, 546, 4915, 3153, 158, 6101, 91, 4973, 4629, 5627, 3411, 3005, 4924, 160, 5770, 5508, 6296, 1214, 1780, 6445, 1971, 6453, 4975, 735, 1506, 1962]","[4455, 1923, 3253, 3886, 6242, 5043, 4205, 1010, 5311, 2100, 4648, 20, 6523, 6386, 2325, 4881, 2604, 5849, 6551, 2969, 5925, 4717, 4915, 2106, 6101, 4973, 5627, 3005, 160, 5508, 1639, 1780, 1001, 1971, 6453, 735, 1962]"
83,"[1436, 1838]",7,174,"[16, 22, 21, 20, 19]","[83, 2110, 6402, 3507, 236, 492]","[83, 2110, 492, 6402]"
84,"[2186, 836]",203,29,"[15, 14, 10, 13, 0, 11, 8, 19, 7, 16, 17, 12]","[1209, 6311, 6322, 1759, 2244, 4513, 3661, 3492, 84, 6555, 5289, 2174, 1437, 1046, 2812, 3195, 2150, 5425, 6588, 2152, 1685, 4861, 6453, 1272, 754, 1735, 5255, 5201, 2629, 5266, 4002, 2476, 376, 2210, 1540, 4415, 4041, 3218, 6108, 2303]","[1209, 6311, 2244, 6322, 4513, 1046, 2150, 5425, 1685, 1272, 3661, 1735, 2476, 1540, 84]"
85,"[2379, 3211, 2277, 2992, 1385, 2082, 1381, 166, 987, 1620, 2356, 2653, 2727, 104, 1547, 1695, 2454, 2869, 635, 2305]",34,197,"[0, 20, 21, 22, 3, 1, 19, 18, 23, 16, 2, 14, 15, 17, 13, 4]","[3186, 5722, 4575, 4275, 5445, 3672, 5406, 329, 4681, 154, 3422, 648, 5548, 3972, 6716, 2647, 6666, 6862, 842, 821, 574, 2857, 1889, 6679, 541, 5111, 363, 915, 6062, 5482, 4028, 4417, 5322, 5802, 3115, 6076, 345, 6535, 3065, 4732, 4927, 2181, 3528, 903, 1935, 1694]","[5722, 3186, 4275, 3672, 5445, 4575, 648, 3972, 2647, 842, 574, 1889, 4028, 4417, 5802, 4681, 6076, 345, 6535, 4732, 3528, 154, 1694]"
86,"[2879, 1202, 1865, 1490, 622, 1558, 899, 1876]",8,161,"[5, 19, 20, 2, 21, 3, 1, 18]","[6241, 5532, 6695, 1859, 3285, 832, 6532, 2486, 2109, 2895, 4452, 5819, 5197, 2965, 5584, 1108, 5215, 2414, 979, 1207, 5809]","[1859, 832, 2486, 2109, 4452, 5819, 6241, 5197, 5584, 5215, 2414, 5532, 5809]"
87,"[2257, 933, 2175, 1033, 978, 1501, 2421, 644]",71,460,"[21, 20, 3, 1, 18, 16, 0, 22, 17]","[1900, 277, 2443, 2977, 3702, 1376, 842, 3303, 1427, 5345, 4103, 3182, 5424, 6025]","[1900, 3702, 277, 842, 4103, 5424]"
88,"[2336, 346, 2556, 2130, 1257, 1261, 2547, 1760, 723, 246, 190]",74,504,"[4, 20, 19, 21, 17, 18, 2]","[1430, 5645, 4648, 4241, 4368, 6702, 5462, 5232, 2832, 6023, 4939, 6163, 3097, 1839, 1537, 1050, 1308, 4103, 4513, 5399]","[5645, 1430, 6702, 5462, 5232, 2832, 4939, 3097, 1050, 4103, 5399]"
89,"[2170, 2273, 2178, 1732, 2379, 44, 2488, 2651, 1924, 2839, 712]",191,541,"[6, 2, 1, 21, 19, 4, 3]","[2347, 3670, 852, 5124, 5789, 5948, 4679, 2785, 5140, 1762, 3275, 3833, 4674, 2774, 1034, 4583, 1166, 3025, 1169, 1552, 6593]","[3670, 5124, 4679, 5140, 3275, 4674, 1034, 1166, 1169, 6593]"
90,"[2486, 932]",192,240,"[8, 3, 5, 6, 4, 10, 1, 22]","[1165, 5216, 1236, 792, 2639, 5109, 553, 655, 2672, 5894, 6618]","[5216, 1165, 792, 5109, 553, 5894, 1236]"
91,"[2243, 1808, 1173, 2680]",3,29,"[6, 1, 23, 0, 18, 7, 4, 3, 2]","[3577, 5867, 4703, 1759, 2325, 4482, 4221, 3084, 228, 3697, 3621, 842, 2106, 3886, 6242, 3906, 4513, 82, 621, 5150, 5632, 4732, 2437, 4275]","[5867, 3577, 2325, 4221, 228, 842, 2106, 3906, 82, 621, 4732, 2437]"
92,"[1620, 1707]",7,1,"[0, 23, 1, 4, 17, 14, 2, 22, 16, 19, 13]","[6062, 915, 2249, 5814, 329, 541, 2419, 92, 5105, 4547, 2878, 5672, 3196, 4116, 4169, 3090, 3668, 1075, 6644, 4407, 4195, 220, 6028, 4337, 6535, 67, 4885, 292, 6235, 27]","[6062, 2249, 5814, 5105, 92, 2878, 5672, 3090, 6644, 4116, 4407, 4547, 220, 6028, 4337, 6535, 4885, 27]"
93,"[855, 1099, 2992, 714, 44, 415, 888, 3199, 2255, 2667, 1820, 169]",52,94,"[15, 23, 22, 0, 21, 18, 16, 1, 20]","[5703, 551, 3765, 2886, 5963, 2230, 6423, 2755, 2087, 3346, 622, 3098, 6766, 423, 4900, 3986, 1252, 3768, 1296, 5905, 5163]","[5703, 551, 3765, 2230, 2755, 3346, 3098, 4900, 1296, 5163]"
94,"[2718, 2453, 429, 3096, 1239, 2689, 775, 755, 2239, 3227]",191,29,"[20, 6, 2, 0, 3, 1, 21]","[401, 2214, 6409, 1683, 6059, 3567, 6758, 4742, 2827, 442, 705, 1986, 5576, 2882, 4239, 1587]","[2214, 6758, 2827, 1683, 442, 1986, 5576, 2882, 1587]"
95,"[2525, 1452, 1330, 314, 1313, 2849, 2487, 2214, 1284, 2027, 166, 687, 850]",164,334,"[21, 0, 23, 1, 16, 22, 2, 3, 18]","[4417, 1588, 1075, 2577, 6318, 5106, 6626, 4812, 276, 150, 3096, 852, 5505, 5544, 1792, 3628, 4427, 2246]","[1588, 2577, 6318, 6626, 4812, 150, 852, 5505, 5544, 3628, 2246]"
96,"[1419, 2718, 814, 220, 2748, 2485, 187, 1300, 583, 1620, 1260, 1605, 2524]",195,234,"[17, 4, 18, 22, 20, 21, 3, 0, 23, 1]","[3352, 1648, 2475, 4225, 2842, 371, 6216, 3070, 3816, 66, 5841, 4769, 2660, 2594, 4947, 6507, 171, 5683, 1383, 695, 3994, 2657, 3589, 2419, 220, 409, 5576, 742, 744, 3196, 1379]","[3352, 4225, 2842, 3070, 4769, 6216, 2660, 2594, 4947, 371, 171, 1383, 3816, 1648, 220, 409, 1379]"
97,"[2824, 1621, 429, 1608, 928, 2220, 1675, 1140, 2866]",99,188,"[3, 19, 23, 0, 20, 21, 18, 16]","[3165, 365, 353, 2455, 5128, 2821, 2038, 6184, 811, 6838]","[3165, 365, 5128, 2821, 6184, 811]"
98,"[2848, 1677, 2504, 783, 935, 2961, 458, 314, 2670]",38,450,"[5, 15, 22, 4, 16, 19, 14]","[2639, 6303, 2519, 4847, 2027, 5392, 5224, 3092, 4542, 6420, 1852, 6385, 5796, 3987, 5042, 370, 3381, 121]","[2519, 2639, 5392, 3092, 6420, 6385, 3987, 6303, 370, 121]"
99,"[1729, 2235, 1396, 745, 137, 473, 2861, 528, 1687, 1221, 2048, 3109, 1815, 999, 1242, 536, 65, 326, 2228, 2520]",143,29,"[0, 16, 20, 22, 3, 4, 23, 21, 17]","[763, 813, 3173, 970, 842, 4427, 3466, 815, 5816, 4757, 777, 5646, 5264, 3660, 2893, 5441, 4410, 1971, 4222, 880, 1866, 478, 1664, 1457, 1805, 2563, 1642, 243, 5619, 839]","[813, 763, 3466, 3173, 4757, 5646, 5264, 2893, 842, 4222, 1866, 1664, 4427, 1805, 2563, 1642, 839]"
100,[409],61,261,"[7, 19, 2, 8, 18, 0, 1, 23]",[100],[100]
101,[3206],104,171,"[17, 22, 16, 21, 15, 0, 19, 23]",[101],[101]
102,"[160, 3069, 3186, 1950, 546, 364]",104,186,"[23, 15, 16, 17, 19, 14, 22, 21]","[824, 102, 5975, 6842, 3519, 842, 1754, 1187, 6743, 5471, 720, 4266, 1547, 943, 259, 5147, 5559, 6865, 4883, 1516, 1353, 4951, 3022, 3258, 5250, 506, 161, 6134, 1894, 2266, 5956]","[824, 102, 3519, 6743, 6842, 1187, 5559, 4883, 5471, 3022, 720, 3258, 4266, 5975, 842, 1547, 943, 259, 1894, 5956]"
103,"[83, 2519, 2235, 1150, 738, 1257, 137, 1399, 2453, 1817, 1608, 2135, 429, 2413, 2598, 1261, 438, 1239, 1486, 1760, 445, 1621, 1010, 2239, 1619, 973, 2787]",143,29,"[0, 20, 3, 2, 21, 1, 5, 23, 22, 19, 4, 16]","[4239, 4002, 705, 6838, 401, 2273, 4717, 6759, 3697, 5414, 2827, 4478, 2810, 992, 4221, 70, 4681, 1255, 6538, 1744, 4747, 4871, 573, 2186, 4939, 5311, 2221, 5863, 2051, 3264, 3990, 2214, 5732, 4210, 2968, 677, 6361, 4513, 4251, 4742, 3407, 2459, 4049, 1032]","[4239, 705, 4717, 3697, 4002, 2827, 4478, 2810, 992, 70, 4681, 6538, 4747, 573, 4939, 2221, 5863, 3264, 2214, 2273, 677, 4513, 4742, 401, 2459, 6838, 1032]"
104,"[2508, 1765, 2976, 2884, 2221]",209,438,"[19, 0, 18, 23, 5, 4]","[5436, 426, 2652, 4137, 1651, 3044, 5015, 2425, 2830, 1041, 6359]","[5436, 426, 1651, 3044, 2652, 1041, 6359]"
105,"[853, 1488, 2892, 1620, 999, 3211, 60]",280,155,"[2, 3, 20, 4, 22, 23, 1, 18]","[1529, 2784, 4901, 5841, 4044, 6223, 4796, 3373, 5972, 4337, 3412, 5966, 5111, 4583, 6433, 6177, 2089]","[1529, 2784, 5841, 3412, 5111, 6433, 2089]"
106,"[986, 1886]",61,393,"[3, 1, 6, 2, 4, 0, 5, 16, 7]","[1426, 106, 600, 3156, 2951, 4369, 5740, 1797, 2477, 364, 2437, 1917, 3964, 5362, 5960]","[1426, 106, 600, 3156, 2951, 5740, 2477, 2437, 5960]"
107,"[2257, 1052, 589, 1047, 1107, 2427, 2239, 1683, 1065]",28,289,"[18, 3, 0, 16, 5, 13, 1, 8, 4, 17]","[3141, 304, 2217, 713, 6112, 4958, 4539, 6183, 4142, 2920, 2084, 1453, 1959, 481]","[3141, 2217, 713, 4958, 304, 2920, 2084, 481]"
108,"[2900, 2613, 959, 2803, 1536, 2759, 874, 935, 161]",8,191,"[5, 14, 23, 6, 20, 2, 4, 3]","[5858, 108, 2116, 121, 302, 191, 5762, 6715, 6103, 3386, 1940, 1927, 2129, 536, 6584, 5379, 3019, 4614]","[2116, 108, 121, 191, 5858, 6103, 3386, 1927, 536, 6584, 3019, 4614]"
109,"[1214, 2602, 1929, 1271, 1047, 1806, 158, 1484, 1409, 3010, 1547, 266, 2906, 1815, 2473, 2707, 1842, 2177, 1270]",227,456,"[22, 20, 21, 23, 0, 19, 3, 12, 17, 1, 2, 14, 5, 16, 4]","[5050, 4282, 3918, 380, 842, 4078, 971, 4085, 6838, 4103, 1306, 5639, 1360, 3389, 5481, 4898, 4442, 1879, 5754, 4866, 5721, 129, 6779, 1347, 6492, 2514, 4248, 5584, 5723, 4337, 5462, 4238, 1156, 911]","[3918, 5050, 971, 380, 4282, 4103, 1306, 4078, 1360, 3389, 4442, 4085, 5754, 842, 5721, 4248, 5723, 5462, 4238, 911]"
110,"[1941, 2453, 429, 787, 108]",227,504,"[0, 18, 16, 22, 21, 19, 1, 17]","[318, 3126, 6649, 2449, 3824, 1640, 4590, 4728, 5541, 1435, 6361, 3249, 1908, 5647, 3490]","[318, 3126, 6649, 2449, 4590, 3824, 1435, 3249, 5647, 1640]"
111,[2365],119,228,"[14, 7, 6, 4, 17, 1, 3, 2, 22, 16]","[111, 1959, 121, 2498]","[111, 121]"
112,"[153, 979, 2598, 1730, 2787]",36,29,"[20, 6, 23, 5, 15, 17, 1, 3]","[1263, 112, 5566, 2573, 3314, 4869, 2079, 602, 6042, 1067, 6461, 2269, 3958, 6848, 5535, 3340, 6515, 5365]","[2573, 4869, 2079, 1263, 1067, 2269, 112, 6848, 3340, 5365]"
113,[1440],266,325,"[0, 22, 7, 2, 3, 8]","[5725, 113]","[5725, 113]"
114,"[982, 1233, 438, 738, 937, 45, 2096, 2872, 2919, 2169, 863, 1653, 1010, 1815, 2157]",11,29,"[22, 1, 21, 2, 17, 19, 0, 15, 20, 14]","[4221, 3991, 770, 2375, 5665, 6057, 4104, 73, 4775, 6838, 3713, 6539, 5068, 6311, 6478, 3832, 4482, 735, 4446, 852, 1890, 2347, 5899, 6515, 411, 6127, 1146, 4193, 4709]","[5665, 4104, 4775, 3713, 5068, 6478, 4482, 3991, 735, 770, 852, 4221, 5899, 411, 1146, 4709]"
115,"[1904, 2774, 1757, 2780, 3193, 2268, 2732]",243,170,"[17, 2, 16, 19, 18, 20, 3]","[3967, 4760, 5558, 786, 836, 6294, 3605, 6222, 5700, 6314, 2791, 5637, 1343, 6605, 5724]","[5558, 786, 836, 6294, 3605, 3967, 6222, 4760, 5637, 6605]"
116,"[2033, 2653, 2383, 1547, 1808, 2106]",208,29,"[17, 5, 1, 19, 16]","[3906, 6088, 6101, 691, 2236, 293, 4320, 6122, 6373, 3666, 707, 5124, 2396]","[3906, 691, 2236, 6088, 4320, 6373, 707, 2396]"
117,"[1935, 356, 644, 523, 888, 1298, 271, 21, 1656, 1547]",92,501,"[19, 1, 4, 5, 2, 16, 0]","[842, 2886, 1087, 3744, 1321, 5614, 6910, 3361, 3598, 1554, 2155, 4242, 5123, 6715, 6742, 5886, 2638]","[1087, 3744, 5614, 3361, 3598, 1554, 842, 5123, 6742, 5886, 2638]"
118,"[2267, 2235, 1481, 164, 2167, 2336, 2460, 2453, 2591, 1899, 170]",14,29,"[6, 3, 2, 4, 1, 20, 5, 21]","[6164, 1971, 2892, 2893, 956, 4357, 5202, 3538, 4455, 1797, 1089, 4523, 1104, 763, 2745, 3114, 970, 4520, 5485, 5381, 5124, 3005, 2756, 1092, 6548, 2477, 6187, 4716, 3953, 3204, 2785, 6184, 5498, 5380, 3259, 119, 1111, 1001, 4583, 3577, 5515, 6153, 1517, 6474, 1945, 1713, 2327, 4550, 4457]","[1971, 6164, 2892, 956, 1797, 4523, 1104, 3114, 4520, 5381, 2756, 6548, 6187, 3953, 2785, 5380, 119, 1001, 4357, 3577, 6153, 6474, 1713, 2327, 4457]"
119,"[2267, 2671, 361, 429, 2598, 937, 2453, 1419, 411, 2804, 2953, 1233, 390, 546, 1285]",40,504,"[6, 5, 3, 18, 1, 7, 8, 16, 4, 2, 22, 19, 20, 0]","[4582, 5403, 245, 1487, 20, 5749, 3849, 4014, 6626, 6297, 1166, 4382, 322, 2449, 4945, 729, 348, 1516, 6694, 3518, 5468, 931, 1750, 501, 1463, 483, 118, 1905, 4728, 4548, 6625, 1420, 3637, 4255, 827, 4473, 5271, 1914]","[245, 3849, 6626, 6297, 4382, 322, 5403, 2449, 729, 348, 20, 1487, 3518, 931, 501, 483, 1905, 4548, 1420, 4255, 4473, 1914]"
120,"[1593, 2056, 2010, 338, 2960, 2830, 467, 104, 1547, 2816, 938, 405, 391]",160,335,"[1, 2, 21, 20, 19, 0, 23, 14, 3, 22]","[4500, 6438, 3596, 4595, 2011, 4497, 1978, 4102, 4685, 1124, 5916, 6513, 4858, 2977, 3087, 1764, 4499, 1917, 6260, 3656, 778, 5833, 518, 6622, 3489]","[4500, 3596, 4595, 4497, 1978, 1124, 5916, 4858, 3087, 1917, 6438, 3656, 778, 518, 3489]"
121,"[2961, 2233, 673, 2452, 1536, 238, 568, 441, 2796, 2298, 2803, 1884, 374, 1101, 12, 3063, 849, 2864, 2613, 915, 2212, 2257, 2365, 2584, 2892, 959, 207, 2138, 908, 2022, 3210, 2572, 1870, 993, 460, 2360, 508, 1513, 610, 2343, 2112, 1370, 107, 677, 1464, 2275, 842, 1835, 61, 935, 1775, 1046, 1535, 217, 1009, 161, 1269, 1053, 1875, 2359, 1289, 2638, 760, 1751, 2673, 1461, 1779, 1021, 1768, 2400, 1969, 1945, 436, 1638, 209, 220, 513, 1755, 135, 2616, 1232, 2021, 2473]",270,463,"[3, 17, 0, 1, 4, 15, 23, 2, 18, 5, 16, 21, 14, 20, 19, 6, 22, 13, 12, 7]","[121, 5998, 5584, 4636, 842, 5858, 2639, 713, 6584, 775, 5685, 6215, 6103, 5335, 4277, 1939, 6664, 1730, 453, 1575, 3921, 6676, 1265, 2797, 3940, 1734, 3530, 3959, 74, 5544, 5052, 1200, 816, 334, 5407, 866, 5388, 3168, 4020, 4512, 3866, 2502, 5083, 30, 2049, 5705, 3095, 4239, 5666, 1278, 108, 6202, 4573, 4338, 5462, 3910, 4614, 1416, 1538, 883, 1028, 6036, 3629, 1912, 5042, 5512, 868, 736, 1877, 5417, 4731, 1864, 3224, 3416, 6420, 585, 3440, 4425, 6329, 5416, 5930, 5010, 2894, 3332, 1682, 1954, 3419, 72, 1844, 4149, 1121, 438, 4265, 4360, 4161, 4758, 3386, 947, 2315, 4178, 3300, 1905, 821, 1764, 2622, 6640, 6306, 461, 2747, 4542, 6765, 4700, 2452, 1760, 6630, 4854, 1547, 3846, 5234, 3977, 525, 2673, 2385, 4135, 2430, 6880, 3471, 1198, 4291, 781, 4545, 662, 5791, 6377, 3711, 4180, 643, 3520, 111, 4316, 4427, 3271, 4528, 1933, 6496, 5251, 3091, 3539, 6667, 3061, 3296, 6427, 6370, 3225, 1770, 4391, 5296, 3381, 98, 1273, 5565, 3286]","[121, 5998, 4636, 842, 713, 5584, 5858, 2639, 775, 6584, 6664, 1265, 4277, 5685, 1575, 3921, 74, 6676, 816, 5407, 5388, 4020, 453, 5335, 6103, 1939, 5666, 6202, 5462, 3910, 1416, 883, 6036, 5052, 1912, 5512, 4731, 1864, 6420, 3440, 866, 1730, 5010, 3332, 1682, 2797, 1954, 72, 1121, 4360, 4161, 4758, 3386, 3866, 2502, 1905, 821, 2622, 6306, 1734, 2747, 5083, 4542, 2452, 1547, 5234, 3977, 2673, 4135, 1198, 6215, 30, 4545, 662, 5791, 3711, 643, 3520, 4427, 334, 3271, 6496, 3539, 6667, 6370, 3959, 2049, 1770, 5544, 3381, 5705, 1273, 5565, 3530]"
